DETLOC,Name,Address,City,County,State,Zip,AOR,Date of Last Use,Date of First Use,Lat,Lng
LEWISNY,LEWIS COUNTY JAIL,5252 OUTER STOWE STREET,LOWVILLE,LEWIS,NY,13367,BUF,16/07/2012,9/8/98,43.778601,-75.500889
BOPLEW,LEWISBURG US PENITENTIARY,"2400 Robert F Miller Dr, Lewisburg",LEWISBURG,UNION,PA,17837,PHI,6/3/05,9/9/80,40.987945,-76.914873
LEXINSC,LEXINGTON COUNTY JAIL,521 GIBSON ROAD,LEXINGTON,LEXINGTON,SC,29072,ATL,1/11/17,7/12/10,33.97848075,-81.25083986
BOPLEX,LEXINTON FEDERAL MEDICAL CENTER,3301 LEESTOWN ROAD,LEXINGTON,FAYETTE,KY,40511,CHI,11/4/04,25/01/1982,38.104157,-84.560091
LIMESTX,LIMESTONE COUNTY DETENTION CENTER,910 NORTH TYUS STREET,GROESBECK,LIMESTONE,TX,76642,SNA,13/07/2013,19/07/1991,31.52878353,-96.51234696
LINCOMO,LINCOLN COUNTY DETENTION CENTER,65 BUSINESS PARK DRIVE,TROY,LINCOLN,MO,63379,CHI,4/11/17,28/02/2000,38.97101443,-90.96348024
LINCOWY,LINCOLN COUNTY JAIL,"1032 Beech Ave Kemmerer, WY 83101
",KEMMERER,JASPER,WY,83101,DEN,5/3/08,14/12/2007,41.7931166,-110.5416241
LINCONE,LINCOLN COUNTY JAIL,3020 N JEFFERS,NORTH PLATTE,LINCOLN,NE,69101,SPM,2/10/03,24/08/1992,41.107277,-100.764118
LINCOCO,LINCOLN COUNTY JAIL,"BOX 10, 103 3RD AVENUE",HUGO,LINCOLN,CO,80821,DEN,27/06/2007,25/01/1997,39.132499,-103.472434
LINCOME,LINCOLN COUNTY JAIL,"42 Bath Rd, Wiscasset, ME 04578",WISCASSETT,LINCOLN,ME,4578,BOS,22/01/2006,11/8/03,44.004991,-69.669542
TXSJWDM,LINDA WOODMANSJF,WARDEN,GATESVILLE,CORYELL,TX,76528,SNA,4/6/07,15/03/2004,31.45987,-97.72993
LINNCOR,LINN CO JAIL,1115 JACKSON STREET SOUTHEAST,ALBANY,LINN,OR,97322,SEA,2/6/15,28/02/1991,44.62942952,-123.0978208
LINNJIA,LINN COUNTY JAIL,53 3RD AVENUE BRIDGE,CEDAR RAPIDS,LINN,IA,52401,SPM,4/11/17,28/01/1994,41.97529487,-91.67008471
LRAHOLD,LITTLE ROCK HOLD ROOM,UNAVAILABLE,LITTLE ROCK,PULASKI,AR,72201,NOL,,,,
LIVINNY,LIVINGSTON COUNTY JAIL,4 COURT STREET,GENESEO,LIVINGSTON,NY,14454,BUF,4/11/17,22/11/1996,42.800297,-77.816272
LOGANCO,LOGAN COUNTY JAIL,110 NORTH RIVERVIEW ROAD,STERLING,LOGAN,CO,80751,DEN,15/11/2007,27/09/1990,40.6243337,-103.1791793
LLUMCCA,LOMA LINDA UNIVERSITY MED CENTER,11234 ANDERSON STREET,LOMA LINDA,SAN BERNARDINO,CA,92354,LOS,26/10/2017,8/10/14,34.04911185,-117.2634355
BOPLOF,LOMPOC FEDERAL CORRECTIONAL INSTITUTE,3600 GUARD ROAD,LOMPOC,SANTA BARBARA,CA,93436,LOS,11/7/17,5/7/01,34.6768725,-120.4998162
BOPLOM,LOMPOC USP,3901 KLEIN BLVD.,LOMPOC,SANTA BARBARA,CA,93436,LOS,7/6/05,27/10/1980,34.6792884,-120.5052356
LONOKAR,LONOKE COUNTY DETENTION,3RD AND WRIGHT STREET,LONOKE,LONOKE,AR,72086,NOL,19/12/2004,11/2/98,34.7876874,-91.8980025
LONPDAR,LONOKE POLICE DEPARTMENT,203 W. FRONT STREET,LONOKE,LONOKE,AR,72086,NOL,4/11/17,12/3/02,34.5416135,-91.7548073
BOPLOR,LORETTO FEDERAL CORRECTIONAL INSTITUTE,RURAL ROUTE 276,LORETTO,CAMBRIA,PA,15940,PHI,24/02/2005,12/7/00,40.496197,-78.621415
LOSCJCA,LOS ANGELES COUNTY JAIL,450 BAUCHET STREET,LOS ANGELES,LOS ANGELES,CA,90012,LOS,24/11/2013,22/10/1980,34.05905809,-118.2313412
LOSHOLD,LOS ANGELES CUSTODY CASE,300 N. LOS ANGELES ST. RM B-18,SAN PEDRO,LOS ANGELES,CA,90731,LOS,4/11/17,1/1/83,34.054044,-118.239721
BOPLOS,LOS ANGELES MET.DETENTION,300 N. LOS ANGELES ST.,LOS ANGELES,RAPIDES,CA,90012,LOS,24/09/2008,17/11/1989,34.053536,-118.238159
LSFHOLD,LOS FRESNOS HOLD ROOM,"213 Orive Blvd, Los Fresnos, TX 78566",LOS FRESNOS,CAMERON,TX,78566,SNA,15/03/2016,12/6/00,26.0745673,-97.5121806
LOSPACA,LOS PADRINOS JUVENILE HALL,7285 QUILL DRIVE,DOWNEY,LOS ANGELES,CA,90242,LOS,6/4/03,8/1/98,33.93573634,-118.1618771
LOUCOVA,LOUDOUN COUNTY JAIL,42035 LOUDOUN CENTER PLACE,LEESBURG,LOUDOUN,VA,20175,WAS,23/02/2010,15/08/1994,39.075238,-77.544925
LOUHOLD,LOUISVILLE HOLD ROOM,400 S 6TH STREET,LOUISVILLE,JEFFERSON,KY,40202,CHI,9/10/17,9/1/14,38.25320155,-85.76107196
LDFHOLD,LOVELAND HOLDROOM,350 E. 7TH STREET,LOVELAND,LARIMER,CO,80537,DEN,30/01/2011,28/01/2011,40.39847612,-105.0725195
LYOLAIL,LOYOLA CENTER FOR HEALTH,1211 W ROOSEVELT RD,MAYWOOD,COOK,IL,60153,CHI,12/10/17,6/12/16,41.86428869,-87.84715661
LOYMCIL,LOYOLA MEDICAL CENTER,2160 S. FIRST AVE.,MAYWOOD,COOK,IL,60153,CHI,4/11/10,13/07/2006,41.86058,-87.834527
LUBBOTX,LUBBOCK COUNTY DETENTION CENTER,811 MAIN STREET,LUBBOCK,LUBBOCK,TX,79401,DAL,30/10/2017,2/1/07,33.5854229,-101.8434337
LBKHOLD,LUBBOCK HOLD ROOM,"1205 TEXAS AVE, SUITE 605",LUBBOCK,LUBBOCK,TX,79401,DAL,2/6/17,26/04/2014,33.58437,-101.845109
LUFKNTX,LUFKIN POLICE DEPARTMENT,300 E. SHEPHERD STREET,LUFKIN,ANGELINA,TX,75901,HOU,,,31.336934,-94.726863
LUNCONM,LUNA COUNTY DETENTION CENTER,1700 4TH STREET NORTHEAST,DEMING,LUNA,NM,88030,ELP,3/6/11,15/08/1997,32.275782,-107.777403
LIRSJUV,LUTHERAN IMMIGRATION AND REFERRAL SERVICES,700 LIGHT STREET,BALTIMORE,BALTIMORE CITY,MD,21230,BAL,,,39.28076095,-76.61331384
LYONCMN,LYON COUNTY JAIL,611 WEST MAIN ST.,MARSHALL,LYON,MN,56258,SPM,22/02/2004,16/07/1996,44.45052154,-95.79397888
LYONJIA,LYON COUNTY JAIL,410 SOUTH BOONE STREET,ROCK RAPIDS,LYON,IA,51246,SPM,6/1/03,30/03/1998,43.4274954,-96.16940686
MACCOMI,MACOMB COUNTY JAIL,43565 ELIZABETH ROAD,MOUNT CLEMENS,MACOMB,MI,48043,DET,13/10/2011,29/10/1990,42.61252834,-82.88227369
MACONIL,MACON COUNTY JUVENILE FACILITY,333 S. FRANKLIN,DECATUR,MACON,IL,62523,CHI,24/08/1992,17/08/1990,39.839246,-88.953166
MADISMS,MADISON COUNTY,2935 HIGHWAY 51,CANTON,MADISON,MS,39046,NOL,11/11/04,9/12/92,32.643411,-90.023566
MADISID,MADISON COUNTY JAIL,15 NORTH 2ND STREET EAST,REXBURG,MADISON,ID,83440,SLC,19/08/2012,20/03/1998,43.827089,-111.779306
MADISNE,MADISON COUNTY JAIL,CLARA DAVIS DR,MADISON,MADISON,NE,68748,SPM,20/06/2007,10/4/96,41.8445326,-97.4568932
MADISNY,MADISON COUNTY JAIL,138 NORTH COURT STREET,WAMPSVILLE,MADISON,NY,13163,BUF,15/09/2013,24/10/1987,43.080706,-75.707453
MADISIA,MADISON COUNTY JAIL,1012 NORTH 1ST STREET,WINTERSET,MADISON,IA,50273,SPM,2/10/02,10/4/00,41.343417,-94.013567
MADISLA,MADISON PARISH DET CENTER,RT 3 BOX 3,TALLULAH,MADISON,LA,71282,NOL,3/3/04,2/3/04,32.393409,-91.204677
MAHONOH,MAHONING COUNTY JAIL,110 FIFTH AVENUE,YOUNGSTOWN,MAHONING,OH,44503,DET,29/04/2012,16/01/2004,41.104242,-80.654914
MEYTHCT,MAINE YOUTH CENTER - LONG CREEK,675 WESTBROOK ST.,SOUTH PORTLAND,CUMBERLAND,ME,4106,BOS,30/09/2017,2/5/01,43.6395847,-70.3089901
MALHCOR,MALHEUR COUNTY JAIL,251 B STREET,VALE,MALHEUR,OR,97918,SEA,7/2/01,14/06/1999,43.8633413,-117.6107276
MANATFL,MANATEE COUNTY DETENTION-ANNEX,11490 HARLEE RD.,PALMETTO,MANATEE,FL,34221,MIA,28/10/2004,18/03/1993,27.641239,-82.535283
BOPMAN,MANCHESTER FEDERAL CORRECTIONAL INSTITUTE,RT 8 FOX HOLLOW ROAD,MANCHESTER,CLAY,KY,40962,CHI,17/10/2004,7/6/92,37.179433,-83.789592
MANHOLD,MANCHESTER HOLDROOM,811 CANAL STREET,MANCHESTER,HILLSBOROUGH,NH,3101,BOS,29/08/2017,10/1/11,42.99851926,-71.46659763
MANSFTX,MANSFIELD LAW ENFORCEMENT CENTER,1601 HERITAGE PARKWAY,MANSFIELD,TARRANT,TX,76063,DAL,9/2/04,24/07/1998,32.554109,-97.110843
CTMANYI,MANSON YOUTH INSTITUTE,42 JARVIS STREET,CHESHIRE,NEW HAVEN,CT,6410,BOS,26/07/2007,17/01/2007,41.528736,-72.899228
MAPLEOH,MAPLE HEIGHTS CITY JAIL,5373 LEE ROAD,MAPLE HEIGHTS,SUMMIT,OH,44137,DET,30/03/2011,16/12/1999,41.414988,-81.565423
BOPMNA,MARIANNA FEDERAL CORRECTIONAL INSTITUTE,3625 FCI RD,MARIANNA,JACKSON,FL,32446,MIA,2/2/05,4/11/86,30.834099,-85.190378
MCFAJAZ,MARICOPA COUNTY JAIL,201 SOUTH 4TH AVENUE,PHOENIX,MARICOPA,AZ,85003,PHO,12/9/12,3/10/07,33.4455438,-112.0782984
DURJFAZ,MARICOPA DURANGO - PHO,3225 W. GIBSON LANE,PHOENIX,MARICOPA,AZ,85009,PHO,,,33.425997,-112.130273
MCESTAZ,MARICOPA ESTRELLA - PHO,2939 WEST DURANGO,PHOENIX,MARICOPA,AZ,85009,PHO,18/07/2000,9/3/98,33.42767815,-112.1240951
MCLBJAZ,MARICOPA LOWER BUCKEYE JAIL- PHO,3250 W LOWER BUCKEYE RD,PHOENIX,MARICOPA,AZ,85009,PHO,,,33.4244736,-112.1296098
MCMEDAZ,MARICOPA MEDICAL CENTER,"1035 E Jefferson St, Suite B, Phoenix, Arizona",PHOENIX,MARICOPA,AZ,85038,PHO,16/05/2013,18/09/1997,33.446667,-112.059446
MCTOWAZ,MARICOPA TOWERS - PHO,3127 W. GIBSON LANE,PHOENIX,MARICOPA,AZ,85009,PHO,23/11/1999,20/11/1991,33.42706044,-112.124019
MARINCA,MARIN COUNTY,3 PETER BEHR DRIVE,SAN RAFAEL,MARIN,CA,94903,SFR,28/11/2002,29/04/1997,37.99688967,-122.5289549
NEW0600,MARION COUNTY DETENTION CENTER,201 WAREHOUSE RD.,LEBANON,MARION,KY,40033,NOL,,,37.56543329,-85.27223956
MARICOR,MARION COUNTY JAIL,4000 AUMSVILLE HIGHWAY SE,SALEM,MARION,OR,97301,SEA,17/01/2008,21/06/1990,44.891436,-122.9572791
MARIOIN,MARION COUNTY JAIL,40 SOUTH ALABAMA STREET,INDIANAPOLIS,MARION,IN,46204,CHI,4/11/17,22/12/1993,39.765936,-86.15358438
BOPMAR,MARION USP,RURAL RT. 5 LITTLE GRASSY ROAD,MARION,WILLIAMSON,IL,62959,CHI,27/09/2010,17/06/1980,37.663196,-88.98415
MARSHMN,MARSHAL COUNTY JAIL,208 E. COLVIN AVE,WARRENTON,MARSHALL,MN,56762,SPM,,,48.195554,-96.768627
MARSHIA,MARSHALL COUNTY JAIL,2369 JESSUP AVENUE,MARSHALLTOWN,MARSHALL,IA,50158,SPM,4/11/17,6/2/92,42.010496,-93.05982
MARTIFL,MARTIN COUNTY JAIL,800 SOUTHEAST MONTEREY ROAD,STUART,MARTIN,FL,34994,MIA,11/2/14,6/10/93,27.175606,-80.239852
MARTIWA,MARTIN HALL JUVENILE,201 S PINE ST,MEDICAL LAKE,SPOKANE,WA,99022,SEA,14/03/2004,16/03/1998,47.570502,-117.696595
MASONWA,MASON COUNTY JAIL,411 NORTH 4TH STREET,SHELTON,MASON,WA,98584,SEA,5/1/03,2/1/03,47.21560816,-123.1033484
AKMATSU,MAT-SU PRETRIAL,339 E. DOGWOOD,PALMER,MATANUSKA SUSITNA,AK,99645,SEA,28/10/2008,27/11/1992,61.6013708,-149.1186543
MAVERTX,MAVERICK COUNTY JAIL,1051 BALBOA JONES BOULEVARD,EAGLE PASS,MAVERICK,TX,78852,SNA,15/06/2015,4/3/92,28.7193239,-100.4599858
MCCLETX,MCCLELLAN COUNTY JAIL,501 WASHINGTON AVENUE,WACO,MCLENNAN,TX,76701,SNA,23/05/2013,22/07/1999,31.557534,-97.133016
BOPMCR,MCCREARY USP,330 FEDERAL WAY,PINE KNOT,MCCREARY,KY,42635,CHI,30/03/2011,18/02/2010,36.688211,-84.388482
MCHENIL,MCHENRY COUNTY CORRECTIONAL FACILITY,2200 NORTH SEMINARY AVENUE,WOODSTOCK,MCHENRY,IL,60098,CHI,4/11/17,24/12/1987,42.3370015,-88.4431677
MCINTGA,MCINTOSH COUNTY JAIL,714 HWY 251,DARIEN,MCINTOSH,GA,31305,ATL,14/08/2006,9/8/06,31.408816,-81.455941
BOPMCK,MCKEAN FEDERAL CORRECTIONAL INSTITUTE,"6975 PA-59, Lewis Run, PA 16738",BRADFORD,MC KEAN,PA,16738,PHI,17/04/2005,30/10/1990,41.798352,-78.687096
MCKINNM,MCKINLEY COUNTY ADULT DETENTION,255 S. BOARDMAN,GALLUP,MCKINLEY,NM,87301,ELP,3/6/07,17/11/2003,35.5021729,-108.7332668
AKMCYOU,MCLAUGHLIN YOUTH CENTER,2600 PROVIDENCE DR,ANCHORAGE,ANCHORAGE,AK,99508,SEA,5/5/10,4/5/98,61.18796856,-149.8318704
MCCDCTX,MCLENNAN COUNTY DETENTION CENTER,520 COLUMBUS AVE,WACO,MCLENNAN,TX,76705,SNA,10/4/11,8/2/05,31.55812353,-97.13398424
WAMCNEI,MCNEIL ISLAND CORRECTIONS,1403 COMMERCIAL ST.,STEILACOOM,PIERCE,WA,98388,SEA,,,47.17192533,-122.6025513
BOPRAE,"MCRAE CORRECTIONAL FACILITY, CCA",1000 JIM HAMMOCK DR.,MCRAE,TELFAIR,GA,31055,ATL,4/2/14,31/01/2014,32.051673,-82.874059
MCMADAZ,MCSO MADISON FACILITY,225 W. MADISON,PHOENIX,MARICOPA,AZ,85003,PHO,2/12/04,3/7/91,33.445574,-112.077051
MCSPEAZ,MCSO SPECIAL USE FACILITY,120 S. 1ST AVENUE,PHOENIX,MARICOPA,AZ,85003,PHO,8/10/98,1/10/98,33.44684355,-112.0751886
MEADESD,MEADE COUNTY,1400 MAIN STREET,STURGIS,MEADE,SD,57785,SPM,3/11/08,28/04/1997,44.41453,-103.515705
MECKLNC,MECKLENBURG COUNTY DETENTION CENTER NORTH,5234 SPECTOR DRIVE,CHARLOTTE,MECKLENBURG,NC,28202,ATL,4/11/17,15/03/1988,35.31491702,-80.84112443
MECKLN2,MECKLENBURG COUNTY JAIL CENTRAL,801 EAST FOURTH ST,CHARLOTTE,MECKLENBURG,NC,28202,ATL,,,35.220405,-80.836156
MEDHOLD,MEDFORD SUB-OFFICE,310 WEST 6TH STREET,MEDFORD,JACKSON,OR,97501,SEA,25/02/2013,16/10/1995,42.32540398,-122.8769674
MEDINTX,MEDINA COUNTY JAIL,1101 15TH STREET,HONDO,MEDINA,TX,78861,SNA,4/3/07,13/05/1993,29.351148,-99.141781
MEDINOH,MEDINA COUNTY JAIL,555 INDEPENDENCE DRIVE,MEDINA,MEDINA,OH,44256,DET,11/11/02,12/3/99,41.1280226,-81.88880723
MEJUVTX,MEDINA COUNTY JUVENILE CORRECTIONAL,2516 MCHAUGHTEN DR.,HONDO,MEDINA,TX,78861,SNA,21/02/2007,18/05/1993,29.358365,-99.155305
BOPMEM,MEMPHIS FEDERAL CORRECTIONAL INSTITUTE,1101 JOHN A DENIE ROAD,MEMPHIS,SHELBY,TN,38134,NOL,2/2/10,25/01/1982,35.1556605,-89.86708702
MEMHOLD,MEMPHIS HOLD ROOM,842 VIRGINIA RUN COVE,MEMPHIS,SHELBY,TN,38122,NOL,24/10/2017,2/4/10,35.15751129,-89.88252957
MEMPHTN,MEMPHIS/SHELBY COUNTY JUVENILE,616 ADAMS AVENUE,MEMPHIS,SHELBY,TN,38105,NOL,1/11/06,18/04/1987,35.1462884,-90.044533
MERCECA,MERCED COUNTY JAIL,"700 W. 22nd St.
Merced, CA 95340",MERCED,MERCED,CA,95344,SFR,,,37.307502,-120.483676
MERCEPA,MERCER COUNTY,55 THOMPSON ROAD,MERCER,MERCER,PA,16137,PHI,17/07/2008,11/5/04,41.46044551,-80.21536751
MERRINH,MERRIMACK COUNTY JAIL,326 DANIEL WEBSTER HIGHWAY,BOSCAWAN,MERRIMACK,NH,3301,BOS,9/9/03,22/09/1994,43.359433,-71.64642
MESJACO,MESA COUNTY JAIL,215 RICE STREET,GRAND JUNCTION,MESA,CO,81501,DEN,14/04/2014,1/11/90,39.068602,-108.5740444
CACFMES,MESA VERDE DETENTION FACILITY,425 GOLDEN STATE AVE,BAKERSFIELD,KERN,CA,93301,SFR,4/11/17,20/03/2015,35.3930327,-119.0274821
METROFL,METRO DADE JAIL,5680 SOUTHWEST 87TH AVENUE,MIAMI,MIAMI-DADE,FL,33173,MIA,18/09/2008,8/10/88,25.7153218,-80.3360369
MIAHOLD,MIAMI DISTRICT,15665 BISCAYNE BOULEVARD,MIAMI,MIAMI-DADE,FL,33160,MIA,4/11/17,13/08/2004,25.9199582,-80.15496114
BOPMIA,MIAMI FEDERAL CORRECTIONAL INSTITUTE (FORMER MCC),1350 NW 41 STREET,MIAMI,MIAMI-DADE,FL,33178,MIA,19/08/2008,24/09/1986,25.810125,-80.311667
BOPMIM,MIAMI FEDERAL DETENTION,33 NE 4 STREET,MIAMI,MIAMI-DADE,FL,33132,MIA,2/12/08,3/4/97,25.778491,-80.193199
MSF,MIAMI STAGING FACILITY,"33 NE 4th St, Miami, FL 33132",MIAMI,MIAMI-DADE,FL,33101,MIA,1/11/17,3/1/10,25.7784607,-80.1931315
MIDBIMA,MIDDLESEX COUNTY (BILLERICA),40 THORNDIKE STREET,CAMBRIDGE,MIDDLESEX,MA,2141,BOS,16/01/2009,12/1/09,42.36948,-71.0794
MIDDLNJ,MIDDLESEX COUNTY JAIL,APPLE ORCHARD ROAD,NORTH BRUNSWICK,MIDDLESEX,NJ,8902,NEW,28/10/2009,12/6/89,40.421388,-74.488991
MIDLATX,MIDLAND COUNTY DETENTION CENTER,115 W. INDUSTRIAL ROAD,MIDLAND,MIDLAND,TX,79702,ELP,26/10/2017,7/7/11,31.993732,-102.076911
MLDHOLD,"MIDLAND, TX ERO HOLDROOM",400 S. MAIN STREET,MIDLAND,MIDLAND,TX,79701,ELP,20/08/2017,20/02/2013,31.994252,-102.074372
BOPMIL,MILAN FEDERAL CORRECTIONAL INSTITUTE,"4004 Arkona Rd, Milan, MI 48160",MILAN,MONROE,MI,48160,DET,17/06/2004,4/12/85,42.095936,-83.669532
MILLRAR,MILLER COUNTY JAIL,2300 EAST STREET,TEXARKANA,MILLER,AR,71854,NOL,2/11/17,16/07/2003,33.39980132,-94.02270787
MILHOLD,MILWAUKEE HOLDROOM,310 E. KNAPP STREET,MILWAUKEE,MILWAUKEE,WI,53201,CHI,11/10/17,1/1/11,43.0475026,-87.9078194
WIMILSD,MILWAUKEE SECURE DETENTION,1015 NORTH 10TH STREET,MILWAUKEE,MILWAUKEE,WI,53205,CHI,,,43.0436078,-87.9250826
MINERMT,MINERAL COUNTY JAIL,310 RIVER STREET,SUPERIOR,MINERAL,MT,59872,SLC,5/4/09,15/04/1997,47.1918156,-114.8912635
MINICID,MINICASSIA DETENTION CENTER,1415 ALBION AVENUE,BURLEY,CASSIA,ID,83318,SLC,4/11/17,5/1/92,42.53528029,-113.7918093
MINNESD,MINNEHAHA COUNTY JAIL,500 NORTH MINNESOTA AVENUE,SIOUX FALLS,MINNEHAHA,SD,57104,SPM,29/10/2017,7/4/94,43.5784603,-96.7285574
MIJUVSD,MINNEHAHA JUVENILE DETENTION CENTER,4200 WEST AVENUE,SIOUX FALLS,MINNEHAHA,SD,57106,SPM,21/06/2006,17/02/1997,43.505989,-96.745316
MNCOAKC,MINNESOTA CORRECTIONAL FACILITY (OAK PARK HEIGHTS),"5329 N Osgood Ave, Oak Park Heights, MN 55082",STILLWATER,WASHINGTON,MN,55082,SPM,22/12/2008,4/8/95,45.05295206,-92.83115056
MNCFRUS,MINNESOTA CORRECTIONAL FACILITY (RUSH CITY),7600 525TH STREET,RUSH CITY,CHISAGO,MN,55069,SPM,1/6/05,1/3/00,45.709511,-92.988748
MNCFSTW,MINNESOTA CORRECTIONAL FACILITY (STILLWATER),5329 OSGOOD,STILLWATER,WASHINGTON,MN,55082,SPM,7/11/02,13/06/1980,45.0411189,-92.8076019
LANCACA,MIRA LOMA DETENTION CENTER,45100 60TH STREET WEST,LANCASTER,LOS ANGELES,CA,93536,LOS,30/10/2012,12/10/92,34.7016555,-118.233176
MISCOMO,MISSISSIPPI COUNTY DETENTION CENTER,200 WEST COMMERCIAL STREET,CHARLESTON,MISSISSIPPI,MO,63834,CHI,25/03/2015,24/11/1999,36.923458,-89.351767
MISSOMT,MISSOULA COUNTY,2340 MULLAN ROAD,MISSOULA,MISSOULA,MT,59808,SLC,27/08/2015,24/02/1993,46.8827745,-114.0271291
MOFFECO,MOFFAT COUNTY JAIL,800 WEST 1ST STREET,CRAIG,MOFFAT,CO,81625,DEN,4/11/17,12/12/91,40.50679779,-107.5585057
MOHAVAZ,MOHAVE COUNTY CORRECTIONAL CENTER,415 PINE STREET,KINGMAN,MOHAVE,AZ,86401,PHO,,,35.1923041,-114.051336
MONMONJ,MONMOUTH COUNTY CORRECTIONAL INSTITUTION,1 WATERWORKS ROAD,FREEHOLD,MONMOUTH,NJ,7728,NYC,17/01/2014,9/8/89,40.2678971,-74.28696232
MONONIA,MONONA COUNTY JAIL (IOWA),909 7TH STREET,ONAWA,MONONA,IA,51040,SPM,10/2/03,14/11/1996,42.02690062,-96.09298718
MONROFL,MONROE COUNTY DETENTION CENTER,5501 COLLEGE ROAD,KEY WEST,MONROE,FL,33040,MIA,4/11/17,20/09/1995,24.57218474,-81.74893038
MNROEMI,MONROE COUNTY DETENTION MAIN,100 EAST 2ND STREET,MONROE,MONROE,MI,48161,DET,13/09/2017,8/11/13,41.914749,-83.398858
MONROMI,MONROE COUNTY DETENTION-DORM,7000 EAST DUNBAR ROAD,MONROE,MONROE,MI,48161,DET,4/11/17,13/07/1995,41.893515,-83.394064
MONRONY,MONROE COUNTY JAIL,130 PLYMOUTH AVENUE SOUTH,ROCHESTER,MONROE,NY,14614,BUF,1/11/09,30/11/1987,43.152392,-77.614157
MOYOUMI,MONROE COUNTY YOUTH CENTER,3600 SOUTH CUSTER ROAD,MONROE,MONROE,MI,48161,DET,23/09/2003,9/4/98,41.93096983,-83.45908938
MONTECA,MONTEREY COUNTY,1410 Natividad Road,SALINAS,MONTEREY,CA,93906,LOS,2/10/97,29/09/1997,36.702649,-121.6317417
MTPPDCA,MONTEREY PARK CITY JAIL,320 WEST NEWMARK AVENUE,MONTEREY PARK,KING,CA,91754,LOS,27/09/2010,11/11/07,34.05916,-118.125959
MONTECO,MONTEZUMA COUNTY JAIL,730 EAST DRISCOLL STREET,CORTEZ,MONTEZUMA,CO,81321,DEN,13/09/2007,3/6/92,37.3579619,-108.5718486
MONCJAL,MONTGOMERY CITY JAIL,103 NORTH PERRY STREET,MONTGOMERY,MONTGOMERY,AL,36104,NOL,11/2/16,14/11/2006,32.37877969,-86.30762302
MNTGMAL,MONTGOMERY CITY JAIL,320 NORTH RIPLEY STREET,MONTGOMERY,MONTGOMERY,AL,36104,NOL,2/11/17,26/05/2011,32.38155571,-86.29825808
MONTGPA,MONTGOMERY COUNTY CORRECTIONAL FACILITY,60 EAGLEVILLE ROAD,NORRISTOWN,MONTGOMERY,PA,19403,PHI,13/07/2015,16/03/1987,40.15904,-75.422263
MONTGNY,MONTGOMERY COUNTY JAIL,PARK STREET,FONDA,MONTGOMERY,NY,12068,BUF,19/05/2009,15/10/1987,42.9529841,-74.3740641
MONTGMO,MONTGOMERY COUNTY JAIL,211 EAST THIRD STREET,MONTGOMERY CITY,MONTGOMERY,MO,63361,CHI,4/11/17,26/06/1998,38.979586,-91.504377
MONTGAL,MONTGOMERY COUNTY MAC SIM BUTLER DETENTION FACILIT,250 MCDONOUGH STREET,MONTGOMERY,MONTGOMERY,AL,36103,NOL,,,39.760184,-84.179834
MGAHOLD,MONTGOMERY HOLD ROOM,UNAVAILABLE,MONTGOMERY,MONTGOMERY,AL,36191,NOL,,,,
MONTRCO,MONTROSE COUNTY JAIL,1200 NORTH GRAND AVENUE,MONTROSE,MONTROSE,CO,81401,DEN,29/06/2008,30/04/1991,38.485115,-107.890298
MORGNMO,MORGAN COUNTY ADULT DETENTION CENTER,211 EAST NEWTON STREET,VERSAILLES,MORGAN,MO,65084,CHI,4/11/17,28/02/2003,38.43162758,-92.83975127
MORGACO,MORGAN COUNTY JAIL,801 EAST BEAVER AVENUE,FORT MORGAN,MORGAN,CO,80701,DEN,29/04/2009,13/09/1991,40.251332,-103.789522
MORRINJ,MORRIS COUNTY JAIL,23 COURT STREET,MORRISTOWN,MORRIS,NJ,7960,NEW,18/11/1997,21/06/1989,40.79711892,-74.48455325
MOROWOH,MORROW COUNTY CORRECTIONAL FACILITY,101 HOME ROAD,MOUNT GILEAD,MORROW,OH,43338,DET,4/11/17,28/08/2009,40.5599306,-82.80671785
MOUNTND,MOUNTRAIL COUNTY JAIL,101 NORTH MAIN STREET,STANLEY,MOUNTRAIL,ND,58784,SPM,13/12/2010,29/07/1996,48.320834,-102.390752
MCJUVOH,MULTI COUNTY,815 FAIRCREST STREET SW,CANTON,STARK,OH,44706,DET,1/8/04,26/09/1997,40.7509224,-81.4018694
MULTNOR,MULTNOMAH COUNTY JAIL,11540 NORTHEAST INVERNESS DRIVE,PORTLAND,MULTNOMAH,OR,97220,SEA,26/01/2000,18/06/1983,45.5634814,-122.5441087
MUSCAIA,MUSCATINE COUNTY JAIL,400 WALNUT STREET,MUSCATINE,MUSCATINE,IA,52761,SPM,25/10/2017,13/04/1994,41.4243549,-91.0446662
MUSSEMT,MUSSELSHELL COUNTY JAIL,820 MAIN STREET,ROUNDUP,MUSSELSHELL,MT,59072,SLC,1/6/17,14/07/2007,46.44966786,-108.5417885
BOPCNV,NASHVILLE COMMUNITY CORRECTIONS,701 BROADWAY STREET,NASHVILLE,DAVIDSON,TN,37203,NOL,21/10/2015,3/5/13,36.226218,-86.626766
NSVHOLD,NASHVILLE HOLD ROOM,UNAVAILABLE,NASHVILLE,DAVIDSON,TN,37201,NOL,,,,
NASSANY,NASSAU COUNTY CORRECTIONAL CENTER,100 CARMAN AVENUE,EAST MEADOW,NASSAU,NY,11554,NYC,16/06/2017,26/04/2002,40.72780699,-73.55616534
